Booking_ID,Booking_Date,Customer_ID,Customer_Name,Age,Gender,City,Travel_Type,Origin,Destination,Departure_Date,Return_Date,Passengers,Channel,Agent,Package_Type,Base_Price,Discount,Total_Amount,Payment_Mode,Booking_Status,Rating
BKG00134,2024-06-20,CUST4549,Customer_4198,51,Female,Hyderabad,Round-trip,Hyderabad,Agra,2024-07-02,2024-07-06,5,Agent,BlueSky Travels,Budget,13307,816,62455,Card,Completed,2.0
BKG00135,2024-02-26,CUST8982,Customer_4108,33,Female,Pune,Package,Pune,Agra,2024-03-21,2024-03-25,5,Offline,Sangitam Travels,Budget,13344,373,64855,Netbanking,Completed,1.0
BKG00136,2024-03-29,CUST6387,Customer_3727,43,Female,Kolkata,One-way,Kolkata,Manali,2024-05-09,,5,Online,SaiRam Travels,Luxury,10238,1311,44635,Netbanking,Completed,1.0
BKG00137,2025-02-10,CUST6913,Customer_3158,24,Male,Mumbai,Package,Mumbai,Jaipur,2025-02-24,2025-03-04,5,Online,Wagh Tours,None,9686,136,47750,Cash,Completed,2.0
BKG00138,2024-11-10,CUST2500,Customer_3295,47,Female,Delhi,Package,Delhi,Darjeeling,2025-01-01,2025-01-09,3,Online,Wagh Tours,None,6497,1466,15093,Cash,Completed,1.0
BKG00139,2024-01-14,CUST4223,Customer_2668,62,Male,Chennai,Round-trip,Chennai,Jaipur,2024-02-17,2024-02-21,5,Offline,Sangitam Travels,Luxury,4983,985,19990,UPI,Completed,4.0
BKG00140,2024-02-08,CUST8694,Customer_3960,21,Female,Chennai,Round-trip,Chennai,Goa,2024-03-08,2024-03-15,1,Offline,Sangitam Travels,Budget,9564,721,8843,Netbanking,Completed,5.0
BKG00141,2025-03-01,CUST9502,Customer_739,59,Male,Bangalore,One-way,Bangalore,Agra,2025-04-04,,3,Online,BlueSky Travels,Premium,11996,1164,32496,Card,Completed,3.0
BKG00142,2025-01-13,CUST8206,Customer_814,46,Male,Mumbai,One-way,Mumbai,Ooty,2025-03-03,,5,Agent,Sangitam Travels,Premium,14605,244,71805,Cash,Completed,4.0
BKG00143,2024-08-26,CUST5361,Customer_921,56,Male,Pune,One-way,Pune,Kerala,2024-09-15,,5,Online,BlueSky Travels,Premium,12816,2,64070,UPI,Completed,2.0
BKG00144,2024-11-19,CUST1145,Customer_4389,42,Male,Delhi,Round-trip,Delhi,Goa,2025-01-06,2025-01-08,5,Online,BlueSky Travels,Budget,10173,584,47945,Card,Completed,1.0
BKG00145,2024-12-09,CUST2828,Customer_2109,54,Female,Pune,Package,Pune,Shimla,2025-01-21,2025-01-26,3,Offline,SaiRam Travels,Budget,3868,225,10929,Netbanking,Completed,4.0
BKG00146,2024-09-16,CUST6690,Customer_885,62,Female,Chennai,Package,Chennai,Ooty,2024-11-01,2024-11-04,3,Online,Wagh Tours,Premium,14513,824,41067,UPI,Completed,1.0
BKG00147,2024-09-15,CUST4845,Customer_1797,64,Female,Ahmedabad,One-way,Ahmedabad,Goa,2024-10-08,,1,Offline,Wagh Tours,None,13362,1043,12319,UPI,Cancelled,
BKG00148,2024-03-01,CUST8657,Customer_2467,35,Female,Ahmedabad,One-way,Ahmedabad,Manali,2024-03-18,,3,Offline,Sangitam Travels,Budget,14447,780,41001,Card,Completed,1.0
BKG00149,2024-11-24,CUST5675,Customer_1934,54,Female,Chennai,Package,Chennai,Darjeeling,2024-12-28,2025-01-01,1,Agent,BlueSky Travels,None,9490,634,8856,Netbanking,Completed,1.0
BKG00150,2024-07-13,CUST6016,Customer_1356,59,Male,Mumbai,Package,Mumbai,Ooty,2024-07-22,2024-07-30,1,Online,Wagh Tours,None,11610,954,10656,Card,Completed,4.0
BKG00151,2024-02-07,CUST6370,Customer_3973,43,Female,Chennai,Round-trip,Chennai,Rishikesh,2024-02-25,2024-03-03,5,Offline,SaiRam Travels,Luxury,13579,972,63035,Netbanking,Cancelled,
BKG00152,2024-03-21,CUST6233,Customer_3112,62,Female,Hyderabad,One-way,Hyderabad,Udaipur,2024-04-22,,5,Agent,Wagh Tours,Budget,4162,697,17325,UPI,Completed,2.0
BKG00153,2024-02-09,CUST4930,Customer_1997,62,Male,Mumbai,One-way,Mumbai,Darjeeling,2024-03-13,,3,Agent,BlueSky Travels,Premium,4383,1191,9576,UPI,Completed,3.0
BKG00154,2024-02-28,CUST2704,Customer_363,62,Female,Mumbai,Round-trip,Mumbai,Darjeeling,2024-03-24,2024-03-30,2,Agent,Wagh Tours,Budget,14643,190,28906,Cash,Completed,4.0
BKG00155,2024-01-07,CUST1556,Customer_826,48,Female,Chennai,Package,Chennai,Manali,2024-01-30,2024-02-02,2,Agent,Sangitam Travels,Premium,4719,362,8714,Netbanking,Completed,2.0
BKG00156,2024-12-21,CUST9780,Customer_2013,29,Male,Mumbai,Package,Mumbai,Udaipur,2025-01-29,2025-02-01,5,Offline,SaiRam Travels,Luxury,13309,1136,60865,Card,Completed,2.0
BKG00157,2024-07-06,CUST5543,Customer_4771,23,Female,Pune,Package,Pune,Agra,2024-07-25,2024-08-01,2,Agent,BlueSky Travels,Budget,7352,1247,12210,Card,Completed,4.0
BKG00158,2024-02-29,CUST3382,Customer_1246,54,Female,Hyderabad,Round-trip,Hyderabad,Udaipur,2024-03-29,2024-04-05,4,Online,Sangitam Travels,Premium,9059,483,34304,Netbanking,Completed,3.0
BKG00159,2024-07-10,CUST2040,Customer_918,34,Male,Delhi,One-way,Delhi,Goa,2024-07-20,,1,Agent,Sangitam Travels,None,10213,473,9740,Netbanking,Completed,2.0
BKG00160,2024-11-01,CUST8437,Customer_4800,64,Female,Chennai,Round-trip,Chennai,Shimla,2024-11-30,2024-12-05,4,Offline,BlueSky Travels,Budget,10954,1250,38816,UPI,Completed,4.0
BKG00161,2024-01-07,CUST9220,Customer_907,50,Male,Delhi,One-way,Delhi,Agra,2024-01-13,,3,Agent,SaiRam Travels,Luxury,12698,569,36387,Netbanking,Completed,2.0
BKG00162,2025-03-05,CUST4356,Customer_516,34,Female,Ahmedabad,Round-trip,Ahmedabad,Agra,2025-04-09,2025-04-15,1,Offline,BlueSky Travels,Premium,2038,1294,744,UPI,Completed,5.0
BKG00163,2024-03-15,CUST8027,Customer_1824,19,Female,Kolkata,Round-trip,Kolkata,Manali,2024-05-01,2024-05-08,4,Agent,Wagh Tours,Luxury,5093,1482,14444,UPI,Completed,1.0
BKG00164,2025-01-16,CUST1988,Customer_4117,64,Male,Kolkata,One-way,Kolkata,Agra,2025-02-01,,5,Online,Sangitam Travels,Luxury,14218,83,70675,Card,Completed,1.0
BKG00165,2025-01-21,CUST6626,Customer_4666,55,Male,Hyderabad,Round-trip,Hyderabad,Kerala,2025-02-05,2025-02-08,5,Online,SaiRam Travels,None,12047,1008,55195,Netbanking,Completed,4.0
BKG00166,2024-09-30,CUST6390,Customer_2256,44,Male,Delhi,Package,Delhi,Darjeeling,2024-10-08,2024-10-13,1,Agent,Sangitam Travels,Luxury,7776,1332,6444,UPI,Completed,3.0
BKG00167,2024-06-22,CUST4633,Customer_4445,61,Female,Pune,One-way,Pune,Darjeeling,2024-08-14,,4,Offline,SaiRam Travels,Luxury,6473,898,22300,Netbanking,Completed,1.0
BKG00168,2024-08-09,CUST2875,Customer_1764,26,Female,Kolkata,One-way,Kolkata,Kerala,2024-09-16,,1,Offline,SaiRam Travels,Luxury,9099,725,8374,Card,Completed,5.0
BKG00169,2025-01-20,CUST6463,Customer_584,28,Female,Chennai,Round-trip,Chennai,Manali,2025-02-02,2025-02-04,5,Online,Sangitam Travels,None,10465,1343,45610,Netbanking,Completed,3.0
BKG00170,2024-10-27,CUST9920,Customer_2044,55,Male,Kolkata,Package,Kolkata,Kerala,2024-12-07,2024-12-16,3,Offline,Sangitam Travels,Luxury,2213,1111,3306,Card,Completed,4.0
BKG00171,2025-01-11,CUST4117,Customer_592,39,Male,Mumbai,Package,Mumbai,Ooty,2025-02-08,2025-02-13,1,Online,BlueSky Travels,Luxury,10905,935,9970,Card,Completed,4.0
BKG00172,2024-12-18,CUST1001,Customer_2849,58,Male,Mumbai,Round-trip,Mumbai,Shimla,2024-12-31,2025-01-07,1,Online,Sangitam Travels,Premium,8732,115,8617,UPI,Completed,2.0
BKG00173,2024-06-14,CUST8014,Customer_90,63,Male,Ahmedabad,Package,Ahmedabad,Rishikesh,2024-08-11,2024-08-14,2,Agent,Wagh Tours,Luxury,2105,886,2438,Cash,Completed,3.0
BKG00174,2024-11-12,CUST7082,Customer_635,23,Male,Ahmedabad,Round-trip,Ahmedabad,Manali,2024-11-21,2024-11-28,1,Offline,BlueSky Travels,Luxury,12462,1439,11023,UPI,Completed,4.0
BKG00175,2024-09-20,CUST4911,Customer_1714,45,Female,Mumbai,Round-trip,Mumbai,Kerala,2024-10-10,2024-10-17,3,Offline,SaiRam Travels,Budget,4430,6,13272,Cash,Completed,4.0
BKG00176,2025-01-24,CUST1021,Customer_410,20,Female,Mumbai,Package,Mumbai,Manali,2025-03-06,2025-03-11,2,Agent,Wagh Tours,None,6109,970,10278,UPI,Completed,4.0
BKG00177,2024-03-27,CUST2560,Customer_1267,36,Female,Bangalore,Package,Bangalore,Udaipur,2024-05-21,2024-05-28,4,Offline,Sangitam Travels,Budget,6780,308,25888,Netbanking,Completed,3.0
BKG00178,2024-10-26,CUST4665,Customer_1990,35,Male,Chennai,Package,Chennai,Manali,2024-11-14,2024-11-21,5,Agent,Sangitam Travels,Budget,10503,872,48155,Card,Completed,4.0
BKG00179,2024-07-20,CUST9946,Customer_4131,46,Female,Ahmedabad,Package,Ahmedabad,Ooty,2024-09-12,2024-09-20,1,Agent,Sangitam Travels,Luxury,11094,1355,9739,Cash,Completed,5.0
BKG00180,2024-06-07,CUST1956,Customer_2072,37,Female,Kolkata,Round-trip,Kolkata,Darjeeling,2024-07-14,2024-07-19,4,Agent,SaiRam Travels,Luxury,11579,1405,40696,UPI,Cancelled,
BKG00181,2024-05-31,CUST2712,Customer_4704,58,Female,Mumbai,Package,Mumbai,Ooty,2024-07-06,2024-07-09,5,Offline,BlueSky Travels,Luxury,7631,577,35270,Card,Completed,4.0
BKG00182,2024-09-18,CUST2394,Customer_4282,29,Female,Mumbai,Package,Mumbai,Agra,2024-09-21,2024-09-27,2,Online,BlueSky Travels,Luxury,13815,20,27590,Netbanking,Completed,3.0
BKG00183,2024-10-08,CUST4591,Customer_2148,47,Male,Mumbai,Package,Mumbai,Kerala,2024-10-31,2024-11-03,4,Offline,BlueSky Travels,Premium,2525,333,8768,UPI,Completed,5.0
BKG00184,2024-11-20,CUST5648,Customer_2366,64,Female,Chennai,Round-trip,Chennai,Goa,2024-12-04,2024-12-13,1,Offline,Sangitam Travels,Premium,5155,129,5026,Cash,Completed,1.0
BKG00185,2025-01-13,CUST9219,Customer_2114,52,Female,Bangalore,One-way,Bangalore,Jaipur,2025-02-19,,5,Online,SaiRam Travels,Luxury,12238,1472,53830,UPI,Completed,4.0
BKG00186,2024-10-27,CUST8062,Customer_3375,48,Male,Chennai,One-way,Chennai,Agra,2024-11-07,,2,Agent,Wagh Tours,Premium,13970,629,26682,Card,Completed,2.0
BKG00187,2024-04-02,CUST6897,Customer_2892,47,Male,Delhi,One-way,Delhi,Rishikesh,2024-05-13,,1,Offline,BlueSky Travels,Premium,8276,1299,6977,Netbanking,Completed,4.0
BKG00188,2024-01-01,CUST1575,Customer_1308,60,Female,Ahmedabad,Package,Ahmedabad,Jaipur,2024-02-07,2024-02-15,5,Online,BlueSky Travels,None,12404,304,60500,Card,Completed,4.0
BKG00189,2024-11-07,CUST3203,Customer_1391,32,Female,Ahmedabad,Round-trip,Ahmedabad,Rishikesh,2024-11-13,2024-11-18,3,Offline,Wagh Tours,Premium,2956,333,7869,Card,Completed,5.0
BKG00190,2024-01-20,CUST1281,Customer_2845,18,Male,Hyderabad,Package,Hyderabad,Goa,2024-03-15,2024-03-19,5,Offline,BlueSky Travels,Budget,14020,1082,64690,UPI,Completed,1.0
BKG00191,2024-06-27,CUST2229,Customer_1036,59,Female,Mumbai,Round-trip,Mumbai,Shimla,2024-07-17,2024-07-23,2,Offline,Sangitam Travels,None,3239,1274,3930,UPI,Completed,2.0
BKG00192,2024-08-04,CUST8473,Customer_3869,56,Male,Ahmedabad,One-way,Ahmedabad,Udaipur,2024-09-04,,3,Offline,SaiRam Travels,None,5249,918,12993,Cash,Completed,4.0
BKG00193,2024-05-30,CUST7527,Customer_4404,33,Male,Kolkata,Round-trip,Kolkata,Manali,2024-07-19,2024-07-22,4,Online,SaiRam Travels,Luxury,6470,1031,21756,UPI,Cancelled,
BKG00194,2024-05-08,CUST7812,Customer_4613,64,Female,Delhi,One-way,Delhi,Shimla,2024-05-30,,2,Offline,Wagh Tours,Premium,7238,1241,11994,Netbanking,Completed,2.0
BKG00195,2024-05-24,CUST8705,Customer_3720,64,Female,Pune,One-way,Pune,Manali,2024-07-03,,1,Offline,Sangitam Travels,Premium,14875,986,13889,Netbanking,Cancelled,
BKG00196,2024-10-28,CUST4072,Customer_3125,22,Male,Hyderabad,Round-trip,Hyderabad,Jaipur,2024-12-08,2024-12-11,4,Online,SaiRam Travels,Premium,6033,1009,20096,Netbanking,Completed,1.0
BKG00197,2024-06-09,CUST8848,Customer_4784,30,Female,Mumbai,Round-trip,Mumbai,Manali,2024-06-18,2024-06-24,5,Agent,SaiRam Travels,Premium,5230,488,23710,Card,Completed,2.0
BKG00198,2025-01-15,CUST4173,Customer_4590,21,Female,Kolkata,Package,Kolkata,Goa,2025-02-22,2025-02-26,2,Offline,Sangitam Travels,None,9761,396,18730,Card,Completed,3.0
BKG00199,2024-12-30,CUST6450,Customer_3713,41,Male,Chennai,Package,Chennai,Manali,2025-02-22,2025-03-02,1,Agent,SaiRam Travels,None,4772,1088,3684,Netbanking,Completed,5.0
BKG00200,2025-02-06,CUST3875,Customer_1441,49,Male,Kolkata,Round-trip,Kolkata,Udaipur,2025-03-27,2025-03-31,4,Agent,SaiRam Travels,Luxury,13530,866,50656,UPI,Completed,2.0
BKG00201,2025-03-25,CUST3989,Customer_3849,20,Female,Bangalore,Package,Bangalore,Manali,2025-04-15,2025-04-18,2,Agent,BlueSky Travels,Premium,12693,628,24130,UPI,Completed,1.0
BKG00202,2024-01-12,CUST6252,Customer_4400,54,Female,Chennai,Package,Chennai,Shimla,2024-01-27,2024-02-01,4,Offline,Wagh Tours,Premium,13022,42,51920,Card,Completed,2.0
BKG00203,2024-12-29,CUST7570,Customer_1005,38,Male,Ahmedabad,Round-trip,Ahmedabad,Goa,2025-01-21,2025-01-25,5,Online,SaiRam Travels,Premium,7243,398,34225,UPI,Completed,3.0
BKG00204,2024-02-20,CUST1140,Customer_4566,36,Female,Hyderabad,Round-trip,Hyderabad,Ooty,2024-03-25,2024-04-01,5,Agent,Wagh Tours,Luxury,2963,1007,9780,UPI,Completed,3.0
BKG00205,2024-06-05,CUST7894,Customer_106,53,Male,Hyderabad,One-way,Hyderabad,Udaipur,2024-07-05,,2,Agent,BlueSky Travels,Luxury,14289,588,27402,UPI,Completed,1.0
BKG00206,2024-12-15,CUST4530,Customer_1287,48,Female,Kolkata,Package,Kolkata,Darjeeling,2025-01-28,2025-01-31,5,Offline,Wagh Tours,Luxury,5654,958,23480,Card,Completed,2.0
BKG00207,2025-03-20,CUST7441,Customer_36,37,Female,Ahmedabad,Package,Ahmedabad,Udaipur,2025-03-24,2025-03-31,1,Offline,SaiRam Travels,None,7291,1399,5892,UPI,Completed,3.0
BKG00208,2024-05-20,CUST8285,Customer_1301,39,Female,Delhi,Round-trip,Delhi,Ooty,2024-06-17,2024-06-19,2,Offline,SaiRam Travels,Budget,6616,9,13214,Cash,Completed,1.0
BKG00209,2024-05-04,CUST7295,Customer_4816,43,Female,Hyderabad,Package,Hyderabad,Rishikesh,2024-05-31,2024-06-06,4,Agent,Wagh Tours,Premium,14337,663,54696,Netbanking,Completed,4.0
BKG00210,2024-06-15,CUST4273,Customer_146,36,Female,Ahmedabad,Package,Ahmedabad,Goa,2024-07-21,2024-07-24,1,Offline,Wagh Tours,Luxury,11654,241,11413,UPI,Completed,1.0
BKG00211,2024-04-17,CUST2249,Customer_4769,38,Male,Kolkata,Package,Kolkata,Udaipur,2024-05-04,2024-05-11,5,Agent,Sangitam Travels,Budget,12658,987,58355,Card,Completed,3.0
BKG00212,2024-05-17,CUST2100,Customer_441,42,Female,Pune,One-way,Pune,Shimla,2024-05-19,,3,Online,BlueSky Travels,Luxury,6358,1397,14883,Netbanking,Completed,1.0
BKG00213,2024-08-28,CUST7602,Customer_3352,63,Male,Delhi,Round-trip,Delhi,Rishikesh,2024-09-16,2024-09-21,2,Offline,Wagh Tours,Budget,3125,553,5144,Card,Cancelled,
BKG00214,2024-04-18,CUST6101,Customer_4132,57,Female,Kolkata,Package,Kolkata,Udaipur,2024-05-25,2024-05-27,4,Offline,Sangitam Travels,Budget,2072,647,5700,UPI,Completed,1.0
BKG00215,2024-07-14,CUST2804,Customer_3714,22,Male,Ahmedabad,Round-trip,Ahmedabad,Ooty,2024-08-27,2024-08-31,5,Agent,SaiRam Travels,Luxury,13015,1253,58810,Cash,Completed,3.0
BKG00216,2024-10-26,CUST3428,Customer_4154,20,Female,Bangalore,Round-trip,Bangalore,Agra,2024-11-17,2024-11-24,2,Agent,Wagh Tours,Premium,12966,1195,23542,UPI,Completed,1.0
BKG00217,2024-10-17,CUST5211,Customer_662,61,Male,Mumbai,One-way,Mumbai,Rishikesh,2024-12-14,,4,Agent,Wagh Tours,Budget,12060,286,47096,Cash,Completed,2.0
BKG00218,2025-03-21,CUST7813,Customer_633,33,Female,Mumbai,Package,Mumbai,Ooty,2025-04-02,2025-04-04,4,Offline,BlueSky Travels,Premium,5719,979,18960,Card,Completed,5.0
BKG00219,2024-10-05,CUST5443,Customer_4726,22,Female,Bangalore,One-way,Bangalore,Manali,2024-10-25,,4,Online,Sangitam Travels,None,4368,285,16332,UPI,Completed,2.0
BKG00220,2024-08-18,CUST5895,Customer_1013,33,Female,Chennai,Package,Chennai,Rishikesh,2024-08-30,2024-09-06,4,Online,SaiRam Travels,Budget,4785,508,17108,Cash,Completed,1.0
BKG00221,2024-05-30,CUST7257,Customer_1602,58,Female,Ahmedabad,Round-trip,Ahmedabad,Ooty,2024-06-20,2024-06-23,3,Offline,SaiRam Travels,Premium,4496,834,10986,Cash,Completed,2.0
BKG00222,2024-07-14,CUST5406,Customer_262,52,Male,Ahmedabad,Package,Ahmedabad,Rishikesh,2024-08-05,2024-08-09,4,Agent,BlueSky Travels,Premium,10435,489,39784,Card,Completed,1.0
BKG00223,2024-02-11,CUST9785,Customer_1827,47,Male,Kolkata,One-way,Kolkata,Ooty,2024-03-06,,2,Online,Sangitam Travels,Luxury,9629,133,18992,Card,Completed,4.0
BKG00224,2024-01-14,CUST9264,Customer_4495,38,Male,Chennai,Round-trip,Chennai,Jaipur,2024-02-18,2024-02-21,3,Agent,BlueSky Travels,Budget,6225,930,15885,Cash,Completed,4.0
BKG00225,2024-09-12,CUST6656,Customer_1986,42,Male,Hyderabad,Package,Hyderabad,Shimla,2024-11-05,2024-11-07,4,Offline,SaiRam Travels,Premium,10286,832,37816,Card,Completed,5.0
BKG00226,2025-03-11,CUST3530,Customer_1961,23,Male,Chennai,One-way,Chennai,Agra,2025-04-05,,5,Online,SaiRam Travels,Budget,4529,1415,15570,Cash,Completed,4.0
BKG00227,2024-01-25,CUST8340,Customer_4224,49,Male,Kolkata,Package,Kolkata,Agra,2024-02-22,2024-02-28,4,Online,Wagh Tours,Luxury,7777,988,27156,Cash,Completed,5.0
BKG00228,2024-02-12,CUST5349,Customer_3202,40,Female,Bangalore,Round-trip,Bangalore,Darjeeling,2024-03-02,2024-03-10,3,Offline,SaiRam Travels,Budget,12145,777,34104,Card,Completed,3.0
BKG00229,2024-06-26,CUST6175,Customer_457,40,Female,Kolkata,Round-trip,Kolkata,Rishikesh,2024-07-15,2024-07-17,3,Online,BlueSky Travels,Premium,14436,1352,39252,Cash,Completed,3.0
BKG00230,2024-09-19,CUST9591,Customer_609,21,Female,Chennai,One-way,Chennai,Darjeeling,2024-09-23,,1,Offline,SaiRam Travels,Luxury,12340,1382,10958,Card,Completed,5.0
BKG00231,2024-11-03,CUST1419,Customer_4220,55,Female,Mumbai,Round-trip,Mumbai,Kerala,2024-12-12,2024-12-15,5,Online,Sangitam Travels,Budget,9870,767,45515,UPI,Completed,3.0
BKG00232,2024-04-01,CUST2549,Customer_1765,39,Female,Kolkata,Round-trip,Kolkata,Agra,2024-04-06,2024-04-13,2,Online,Sangitam Travels,Luxury,9898,404,18988,Cash,Completed,5.0
BKG00233,2024-05-17,CUST8638,Customer_901,18,Male,Delhi,Package,Delhi,Rishikesh,2024-05-30,2024-06-05,2,Offline,Wagh Tours,Luxury,10433,492,19882,Netbanking,Cancelled,
BKG00234,2024-12-03,CUST5268,Customer_672,53,Male,Mumbai,Package,Mumbai,Darjeeling,2024-12-20,2024-12-24,1,Offline,Sangitam Travels,Premium,6795,394,6401,Cash,Completed,4.0
BKG00235,2024-09-12,CUST8961,Customer_2558,21,Male,Pune,Round-trip,Pune,Kerala,2024-10-16,2024-10-21,4,Agent,Wagh Tours,Luxury,2593,743,7400,UPI,Completed,5.0
BKG00236,2025-03-11,CUST4493,Customer_2602,38,Male,Kolkata,Round-trip,Kolkata,Shimla,2025-04-22,2025-04-28,1,Agent,BlueSky Travels,None,6200,191,6009,Cash,Completed,1.0
BKG00237,2025-02-28,CUST7272,Customer_572,46,Male,Kolkata,Package,Kolkata,Goa,2025-04-02,2025-04-05,2,Agent,Sangitam Travels,Luxury,5897,231,11332,Cash,Completed,3.0
BKG00238,2024-09-03,CUST1775,Customer_4027,39,Male,Kolkata,Round-trip,Kolkata,Ooty,2024-09-11,2024-09-13,1,Agent,BlueSky Travels,Budget,9099,855,8244,Card,Cancelled,
BKG00239,2024-03-09,CUST8083,Customer_2149,25,Male,Kolkata,Round-trip,Kolkata,Udaipur,2024-03-22,2024-03-31,1,Agent,BlueSky Travels,Premium,14374,42,14332,Card,Completed,3.0
BKG00240,2025-02-11,CUST8650,Customer_2712,34,Female,Pune,One-way,Pune,Goa,2025-02-16,,4,Online,BlueSky Travels,None,8420,231,32756,Netbanking,Completed,4.0
BKG00241,2024-05-18,CUST5531,Customer_4495,36,Male,Delhi,Package,Delhi,Udaipur,2024-05-25,2024-05-29,4,Offline,Sangitam Travels,None,10754,441,41252,Cash,Completed,2.0
BKG00242,2024-02-07,CUST7511,Customer_3292,34,Female,Ahmedabad,Round-trip,Ahmedabad,Agra,2024-03-09,2024-03-18,1,Offline,SaiRam Travels,Luxury,4376,961,3415,Cash,Completed,3.0
BKG00243,2024-02-18,CUST2827,Customer_1614,58,Male,Kolkata,Round-trip,Kolkata,Agra,2024-03-30,2024-04-01,2,Agent,SaiRam Travels,None,14406,189,28434,Cash,Cancelled,
BKG00244,2024-09-22,CUST3196,Customer_3748,29,Male,Pune,Round-trip,Pune,Agra,2024-10-19,2024-10-28,2,Online,Wagh Tours,Premium,12613,780,23666,Card,Completed,4.0
BKG00245,2024-08-13,CUST9714,Customer_522,32,Male,Mumbai,One-way,Mumbai,Jaipur,2024-08-30,,2,Offline,BlueSky Travels,None,12422,487,23870,Card,Completed,4.0
BKG00246,2024-04-23,CUST3461,Customer_3244,49,Female,Bangalore,Package,Bangalore,Darjeeling,2024-06-13,2024-06-20,1,Agent,Wagh Tours,Budget,9031,121,8910,Card,Completed,1.0
BKG00247,2024-09-24,CUST2256,Customer_2991,35,Male,Chennai,Package,Chennai,Rishikesh,2024-10-15,2024-10-21,5,Offline,BlueSky Travels,Premium,2301,1383,4590,Netbanking,Completed,4.0
BKG00248,2024-08-11,CUST9789,Customer_662,60,Female,Chennai,Package,Chennai,Kerala,2024-09-05,2024-09-12,4,Offline,Sangitam Travels,Premium,14060,1489,50284,Cash,Completed,5.0
BKG00249,2025-03-11,CUST9474,Customer_3679,32,Female,Bangalore,Round-trip,Bangalore,Kerala,2025-05-01,2025-05-09,4,Agent,Sangitam Travels,None,10652,277,41500,Cash,Completed,5.0
BKG00250,2024-12-18,CUST9706,Customer_703,36,Female,Chennai,Package,Chennai,Ooty,2025-01-10,2025-01-16,4,Offline,BlueSky Travels,Budget,11496,1151,41380,Netbanking,Completed,2.0
BKG00251,2024-07-04,CUST4727,Customer_1285,20,Female,Chennai,Round-trip,Chennai,Shimla,2024-07-05,2024-07-10,3,Online,BlueSky Travels,Budget,7343,873,19410,Cash,Completed,1.0
BKG00252,2024-01-10,CUST2428,Customer_3968,63,Female,Hyderabad,One-way,Hyderabad,Rishikesh,2024-02-18,,3,Online,BlueSky Travels,Luxury,11114,1089,30075,Card,Completed,5.0
BKG00253,2025-01-27,CUST3547,Customer_2980,39,Male,Bangalore,One-way,Bangalore,Jaipur,2025-03-10,,2,Agent,Sangitam Travels,Premium,10505,565,19880,UPI,Completed,1.0
BKG00254,2025-02-21,CUST8604,Customer_2635,33,Male,Kolkata,Package,Kolkata,Udaipur,2025-04-13,2025-04-21,3,Offline,SaiRam Travels,Premium,3124,697,7281,UPI,Completed,5.0
BKG00255,2024-05-11,CUST2929,Customer_1014,52,Male,Kolkata,Round-trip,Kolkata,Rishikesh,2024-06-06,2024-06-12,5,Agent,Sangitam Travels,Luxury,4023,870,15765,Cash,Completed,4.0
BKG00256,2024-07-06,CUST2080,Customer_2321,24,Female,Pune,Package,Pune,Manali,2024-07-10,2024-07-16,3,Agent,Sangitam Travels,Budget,6431,697,17202,Card,Completed,4.0
BKG00257,2025-01-10,CUST1161,Customer_594,36,Female,Delhi,Round-trip,Delhi,Goa,2025-02-10,2025-02-15,4,Offline,Sangitam Travels,Luxury,13154,1342,47248,UPI,Completed,5.0
BKG00258,2024-03-16,CUST1541,Customer_2975,53,Male,Hyderabad,Package,Hyderabad,Agra,2024-04-04,2024-04-13,5,Online,BlueSky Travels,Luxury,7469,182,36435,Netbanking,Completed,1.0
BKG00259,2024-05-25,CUST1830,Customer_1652,45,Female,Delhi,Round-trip,Delhi,Ooty,2024-07-23,2024-07-31,3,Offline,Sangitam Travels,Budget,3019,1141,5634,Cash,Completed,1.0
BKG00260,2024-07-16,CUST2283,Customer_660,64,Male,Ahmedabad,Package,Ahmedabad,Kerala,2024-08-12,2024-08-20,4,Online,SaiRam Travels,Luxury,10266,136,40520,Cash,Cancelled,
BKG00261,2024-11-20,CUST6624,Customer_500,27,Male,Delhi,Package,Delhi,Agra,2025-01-09,2025-01-13,5,Offline,Wagh Tours,Luxury,13888,253,68175,UPI,Completed,1.0
BKG00262,2024-12-30,CUST3610,Customer_3987,59,Female,Mumbai,One-way,Mumbai,Shimla,2025-02-03,,2,Offline,BlueSky Travels,Premium,14868,1372,26992,UPI,Completed,4.0
BKG00263,2024-02-18,CUST9895,Customer_2404,23,Female,Kolkata,Round-trip,Kolkata,Jaipur,2024-03-15,2024-03-20,2,Offline,BlueSky Travels,Luxury,4978,640,8676,UPI,Completed,4.0
BKG00264,2024-11-21,CUST1685,Customer_4284,48,Female,Chennai,One-way,Chennai,Jaipur,2024-12-11,,1,Agent,SaiRam Travels,None,14835,724,14111,Cash,Completed,4.0
BKG00265,2024-04-15,CUST5998,Customer_163,45,Male,Kolkata,Package,Kolkata,Ooty,2024-04-29,2024-05-08,2,Offline,SaiRam Travels,Luxury,13663,1205,24916,Cash,Completed,1.0
BKG00266,2024-07-23,CUST1581,Customer_841,62,Male,Bangalore,Round-trip,Bangalore,Shimla,2024-08-28,2024-09-06,3,Online,Wagh Tours,Luxury,4643,249,13182,Netbanking,Completed,5.0
BKG00267,2024-07-14,CUST1689,Customer_4001,44,Female,Bangalore,Package,Bangalore,Jaipur,2024-07-21,2024-07-28,2,Agent,SaiRam Travels,None,2671,1226,2890,Cash,Cancelled,
